Set list,Set list 2,IMAGE NAME,SUBCATEGORY,NOTES,LOCATION IF AVAILABLE,MACRO,IMAGE ADDRESS,COPYRIGHT STATUS,IMAGE SIZE,Width,Height,DATE ADDED,DATE TAKEN,EXIF INFO AVAILABLE,FLICKR USERNAME,FLICKR URL,SEARCH PROTOCOL FOLLOWED 
1,9,water_R_006,River,"Mountains, trees, fence",Yellowstone River,Landscape ,https://live.staticflickr.com/4593/25191348378_55ed1f6b9c_o.jpg,CC0,2594 × 1500,2594,1500,22/04/2023,07/10/2007,Yes,NRCS Montana,https://www.flickr.com/photos/160831427@N06/25191348378/in/photolist-Eo5fdJ-21a8RSD-K3S146-28Tps3o-T6vM1D-22v4LB4-T3LnMo-2bbkovv-24GXGAz-297DCng-22v5qMT-J8qgS4-28ZLV8C-TVyCDz-UgwSCy-ZXcSPE-KrE5Fg-24nsRTx-UJR941-Cy1qnV-2cLoXg6-2epNz2L-Jnmvet-F6jPjU-KQF8ge-26s2rRi-EgWx1A-d9tkKL-2b88bNW-rRTwVi-29gMgao-21abktr-XkCDKA-SeK1bh-A2SZCJ-2fQTp4R-VARU74-2dQ4wZ5-2cShYim-26v96ff-22sm8NE-djU1Bk-RNGUXn-ZxEnCC-EU8tc8-22Z27bU-QANx4r-HJmWDp-SpNxYx-fS4ejJ,Yes
5,10,water_R_009,River,"Overhead, autumn trees, winding river","White River, Utah",Landscape ,https://live.staticflickr.com/4548/23991053527_ea800ee590_o.jpg,CC0,2500 × 1667,2500,1667,22/04/2023,12/10/2016,Yes,BLMUtah,https://www.flickr.com/photos/blmutah/23991053527/in/photolist-Cy1qnV-2cLoXg6-dB9dgD-Jnmvet-F6jPjU-26s2rRi-2b88bNW-rRTwVi-21abktr-XkCDKA-2fQTp4R-VARU74-26bdKpm-EU6em6-Veh4Z1-EXSZ2u-KDuXWz-25cXcXP-FSKHVv-QkxEXh-zcoK2c-E6hbZC-vYw3Da-EmFjhj-QieguU-UFGyS5-Wg9Cas-Ndg1dx-NAorPr-CiqHco-H4G9ED-THDVHY-v5ibwW-J9NkTF-TYWqSd-HLutP6-XJtGCJ-221X61d-2eRP5sT-2axAzDV-TqRBhM-2cShYim-26v96ff-22sm8NE-gTXLei-8GFVJj-djU1Bk-ZxEnCC-22Z27bU-HJmWDp,Yes
2,6,water_R_011,River,"Rocks, cliffs, trees","Pigeon River, Minnesota",Landscape ,https://live.staticflickr.com/1960/30096113557_868504798f_o.jpg,CC0,5184 × 3456,5184,3456,22/04/2023,28/09/2018,Yes,U.S. Fish and Wildlife Service - Midwest,https://www.flickr.com/photos/usfwsmidwest/30096113557/in/photolist-MRus2B-rRTwVi-21abktr-A2SZCJ-2fQTp4R-26bdKpm-Veh4Z1-EXSZ2u-GoPWnQ-VARU74-Wg9Cas-2cgnEB6-XkCDKA-NENrQg-UFGyS5-25cXcXP-nDcVjB-zcoK2c-CiqHco-H4G9ED-EmFjhj-THDVHY-v5ibwW-nC2Jbd-TYWqSd-HLutP6-XJtGCJ-221X61d-Lu2rxt-KZkARh-TqRBhM-26v96ff-gTXLei-Z3eDhX-8GFVJj-djU1Bk-RNGUXn-ZxEnCC-22Z27bU-QANx4r-HJmWDp-SpNxYx-fS4ejJ-22CXpTz-22QPrBs-ELyj9L-21toaFj-28P2w8n-24eGENX-28fJdeS,Yes
4,7,water_R_016,River,"Trees, rocks","Fossil Creek, Arizona",Landscape ,https://live.staticflickr.com/5510/29472015993_a0a2e6b284_o.jpg,CC0,4672 × 3104,4672,3104,24/04/2023,04/05/2016,Yes,Coconino NF Photography,https://www.flickr.com/photos/coconinonationalforest/29472015993/,Yes
1,6,water_R_022,River,"Spring, rocks, grass","Fossil Springs, Arizona",Landscape ,https://live.staticflickr.com/8695/16428233043_8d2dda6fdc_o.jpg,CC0,4331 × 2878,4331,2878,24/04/2023,29/11/2014,Yes,deborah.soltesz,https://www.flickr.com/photos/dsoltesz/16428233043/,Yes
3,6,water_R_023,River,"Shaded, sunbeams, rocks","Falls Creek, Washington",Landscape ,https://live.staticflickr.com/978/26890762427_ce94342374_o.jpg,CC0,2048 × 1536,2048,1536,24/04/2023,28/04/2018,No,Landscapes in The West,https://www.flickr.com/photos/jeffhollettvancouverwa/26890762427/,Yes
2,9,water_R_028,River,River bank,None given,Landscape ,https://live.staticflickr.com/8256/29469706621_6da2c8849d_o.jpg,CC0,4608 × 3456,4608,3456,24/04/2023,04/09/2016,Yes,Andrey Savin,https://www.flickr.com/photos/54688470@N02/29469706621/,Yes
5,7,water_R_032,River,"Ice, small waterfall, winter","Blue Falls, Nova Scotia",Landscape,https://live.staticflickr.com/1640/25572167365_2c0a3e5679_o.jpg,CC0,4272 × 2848,4272,2848,24/04/2023,03/06/2016,Yes,Brad Penney 01,https://www.flickr.com/photos/historyandliteraturefanatic/25572167365/,Yes
2,8,water_R_033,River,"Fast water, trees",None given,Landscape,https://live.staticflickr.com/3871/33791318535_80939e0239_o.jpg,CC0,7360 × 4912,7360,4912,24/04/2023,19/04/2015,Yes,古嚴寺,https://www.flickr.com/photos/guyan6135/33791318535/,Yes
1,8,water_R_034,River,"Slow, wide, surface plants","Soria, Spain",Landscape,https://live.staticflickr.com/5677/23358290244_4f6268648d_o.jpg,CC0,4608 × 3456,4608,3456,24/04/2023,15/11/2015,Yes,mpilaretxebarria,https://www.flickr.com/photos/8038186@N04/23358290244/,Yes
5,10,water_R_035,River,"Tiny waterfalls, trees",None given,Landscape,https://live.staticflickr.com/2881/32933628383_8831bb1480_o.jpg,CC0,7360 × 4912,7360,4912,24/04/2023,19/04/2015,Yes,古嚴寺,https://www.flickr.com/photos/guyan6135/32933628383/,Yes
3,7,water_R_038,River,"Small waterfall, turquoise water","Fossil Creek, Arizona",Landscape,https://live.staticflickr.com/7379/27011175616_3cd8b1ac31_o.jpg,CC0,4672 × 3104,4672,3104,10/05/2023,04/05/2016,Yes,deborah.soltesz,https://www.flickr.com/photos/dsoltesz/27011175616/,Yes
3,8,water_R_039,River,Fast flowing through woodland,"Opal Creek Rapids, Oregon",Landscape,https://live.staticflickr.com/1576/25846057142_5561759d2d_o.jpg,CC0,3264 × 2448,3264,2448,10/05/2023,19/03/2016,Yes,Forest Service Pacific Northwest Region,https://www.flickr.com/photos/forestservicenw/25846057142/,Yes
2,7,water_R_044,River,Yellow and green trees either side,"Flathead River, Montana",Landscape,https://live.staticflickr.com/5527/30652674176_07f6bd602c_o.jpg,CC0,6720 × 4480,6720,4480,10/05/2023,18/10/2016,Yes,GlacierNPS,https://www.flickr.com/photos/glaciernps/30652674176/,Yes
5,6,water_R_045,River,Long straight river with cobbles and autumn trees,None given,Landscape,https://live.staticflickr.com/4413/36316714764_a8e32fa02c_o.jpg,CC0,5760 × 3840,5760,3840,10/05/2023,30/10/2013,No,Paula Piccard,https://www.flickr.com/photos/paulapiccard/36316714764/,Yes
4,10,water_R_047,River,"Slow, clear green tinted water","Fossil Creek, Arizona",Landscape,https://live.staticflickr.com/1705/24857884583_83255d86e6_o.jpg,CC0,4672 × 3104,4672,3104,10/05/2023,02/03/2016,Yes,Coconino NF Photography,https://www.flickr.com/photos/coconinonationalforest/24857884583/,Yes
3,8,water_R_049,River,Large single rock in river,"Homestead, Fossil Creek, Arizona",Landscape,https://live.staticflickr.com/3937/34113068305_13ab858b67_o.jpg,CC0,7360 × 4912,7360,4912,10/05/2023,10/04/2017,Yes,Coconino NF Photography,https://www.flickr.com/photos/coconinonationalforest/34113068305/,Yes
1,10,water_W_001,Waterfall,"greenery, rocks, logs","Tiffany Falls, Ontario",Landscape,https://live.staticflickr.com/574/20886034981_9eed618ef4_o.jpg ,CC0,6014 × 4014,6014,4014,17/03/2023,25/08/2015,Yes,Mustang Joe,https://www.flickr.com/photos/mustangjoe/20886034981/in/photolist-xPCoxp-JpfTbr-KLHML5-zMUdpk-27MPAJN-z7p7yE-QtaYqd-zWy8RV-27GdHVG-z7hYk7-29GRitJ-asYJfj-CVjWRh-ww51mU-dHge8j-xS6Lgc-FnVNjS-HGHPm7-vvQmHX-NPn5RD-24pNz6c-RPuPv5-E12qHr-XEQh9z-23Vfuqd-LUsvTf-E916nc-RGt7Gs-jdEEGT-fYsW4L-Cn4k2a-23beS7G-dhtBt7-haaBAK-ZHKXz1-21D17Xg-GHLPvf-usLRdL-zLNkiQ-gk3ZSS-cxhz6S-2bbNSeB-oA5Dfk-2bojghB-dLSg4r-KzXCMg-BaXqUC-3qZFHQ-21CB59m-DjwVXE,Yes
2,6,water_W_002,Waterfall,"Trees, rocks, background hills","Hrebienok, Slovakia",Landscape,https://live.staticflickr.com/65535/52412052823_601e975066_o.jpg ,CC0,6000 × 4000,6000,4000,17/03/2023,22/09/2022,Yes,Juhele_CZ,https://www.flickr.com/photos/96541566@N06/52412052823/in/photolist-2nRttia-2nRsdKq-2nRs8nB-2nRsWCQ-2nRthUQ-2nRsSyN-2nRsSwJ-2nRo1Uh-2nRqAVD-2nRsSgJ-2nRgfnW-2nReL3U-2nReKPN-2o73S8U-2nR3t1e-2nQZUGr-2nQ19kS-2nPuik8-2nNmMGP-2nLvcs4-2nF6XuM-2nyLpyn-2nyNV7f-2nyFfWy-2nyFfTH-2nyLoX7-2nyNUHE-2nyLoFq-2nyLoAa-2nwqLVW-2nu3ETE-2nu8Vmy-2nu3EJS-2nu3EGn-2nu3EDM-2nubmVC-2nua9eG-2nu8TZy-2nu3Epd-2nu3Eka-2nu7oBs-2nm8wwp-2nk56iE-2nicz1D-2ne82Jb-2ne737X-2ne6GVP-2ne6GV3-2ne72qS-2ne721d,Yes
3,9,water_W_004,Waterfall,"Forest, sunbeams",Little White Salmon River,Landscape ,https://live.staticflickr.com/821/41644987351_6f1085f053_o.jpg,CC0,2048 × 1536,2048,1536,22/04/2023,23/04/2018,No,Landscapes in The West,https://www.flickr.com/photos/jeffhollettvancouverwa/41644987351/in/photolist-26s2rRi-2b88bNW-rRTwVi-21abktr-XkCDKA-A2SZCJ-2fQTp4R-VARU74-26bdKpm-EU6em6-Veh4Z1-GoPWnQ-Wg9Cas-25cXcXP-zcoK2c-NAorPr-CiqHco-UFGyS5-EXSZ2u-KDuXWz-nDcVjB-24euFEa-QkxEXh-rK1gcx-E6hbZC-vYw3Da-H4G9ED-EmFjhj-THDVHY-v5ibwW-XJtGCJ-221X61d-2axAzDV-KZkARh-TqRBhM-22bRZCE-2cShYim-26v96ff-22sm8NE-gTXLei-Z3eDhX-8GFVJj-djU1Bk-VoPN8m-RNGUXn-ZxEnCC-EU8tc8-22Z27bU-QANx4r-266r6Jo,Yes
4,9,water_W_008,Waterfall,"Winter scene, snow, frost","White Falls, Oregon",Landscape ,https://live.staticflickr.com/7800/33548351708_6eb360f02f_o.jpg,CC0,5184 × 3456,5184,3456,24/04/2023,15/03/2019,No,Bonnie Moreland (free images),https://www.flickr.com/photos/icetsarina/33548351708/,Yes
5,6,water_W_014,Waterfall,"Multiple waterfalls, trees, shrubs","Krka National Park, Croatia",Landscape ,https://live.staticflickr.com/4466/37865149961_c35b6b7a4a_o.jpg,CC0,2592 × 1233,2592,1233,29/04/2023,17/06/2017,Yes,Camilla-K,https://www.flickr.com/photos/148372846@N03/37865149961/,Yes
5,7,water_W_019,Waterfall,"Tall, cliff face waterfall","Osterfjorden, Norway",Landscape ,https://live.staticflickr.com/1875/44277313282_9ce23a9612_o.jpg,CC0,3877 × 3877,3877,3877,29/04/2023,25/08/2018,Yes,TJH1976,https://www.flickr.com/photos/57764574@N03/44277313282/,Yes
4,8,water_W_022,Waterfall,"Tall waterfalls, woodland, cliff","Hikina o Ka la Heiau, Hawaii",Landscape ,https://live.staticflickr.com/2810/9622098099_b16299e033_o.jpg,CC0,4320 × 3240,4320,3240,29/04/2023,21/08/2013,Yes,Mike Linksvayer,https://www.flickr.com/photos/mlinksva/9622098099/,Yes
3,9,water_W_026,Waterfall,Wide waterfall in woodland,"Little White Salmon River, Washington",Landscape ,https://live.staticflickr.com/788/41605552092_f430c9f888_o.jpg,CC0,2048 × 1536,2048,1536,29/04/2023,23/04/2018,No,Landscapes in The West,https://www.flickr.com/photos/jeffhollettvancouverwa/41605552092/,Yes
5,7,water_W_027,Waterfall,Cascading waterfalls in woodland,"Little White Salmon River, Washington",Landscape ,https://live.staticflickr.com/826/41605542742_633dbe182d_o.jpg,CC0,2048 × 1536,2048,1536,29/04/2023,24/04/2018,No,Landscapes in The West,https://www.flickr.com/photos/jeffhollettvancouverwa/41605542742/,Yes
1,6,water_W_028,Waterfall,"Cliff face waterfall, into lake","Stirling Falls, Milford Sound, New Zealand",Landscape ,https://live.staticflickr.com/1598/24616963480_39f66f6c7c_o.jpg,CC0,4000 × 2649,4000,2649,29/04/2023,18/12/2015,Yes,Bernard Spragg,https://www.flickr.com/photos/volvob12b/24616963480/,Yes
1,8,water_W_029,Waterfall,Rock surround,"Majestic Falls at McDowell Creek Falls, Oregon",Landscape ,https://live.staticflickr.com/65535/37149186731_a4e2aa2862_o.jpg,CC0,5472 × 3648,5472,3648,29/04/2023,15/09/2016,No,Bonnie Moreland (free images),https://www.flickr.com/photos/icetsarina/37149186731/,Yes
3,10,water_W_030,Waterfall,"Small waterfall, ducks","Japanese Friendship Garden, Arizona",Landscape ,https://live.staticflickr.com/5477/12727463983_deedf939f1_o.jpg,CC0,4543 × 2841,4543,2841,29/04/2023,22/02/2014,Yes,ksblack99,https://www.flickr.com/photos/ksblack99/12727463983/,Yes
4,9,water_W_031,Waterfall,Brown rock surround,"Litlanesfoss Waterfall, Iceland",Landscape ,https://live.staticflickr.com/941/43557200181_c0c5854d73_o.jpg,CC0,5872 × 3920,5872,3920,29/04/2023,23/06/2018,Yes,Mustang Joe,https://www.flickr.com/photos/mustangjoe/43557200181/,Yes
1,7,water_W_032,Waterfall,"Square waterfall, pine trees","Colonnade Falls, Wyoming",Landscape ,https://live.staticflickr.com/8318/8048293879_6d8fd57995_o.jpg,CC0,3000 × 4000,3000,4000,29/04/2023,15/09/2012,Yes,YellowstoneNPS,https://www.flickr.com/photos/yellowstonenps/8048293879/,Yes
1,6,water_W_036,Waterfall,"Wide waterfall, light rainbow","Iris Falls, Yellowstone, Wyoming",Landscape ,https://live.staticflickr.com/8178/8048292809_4326337393_o.jpg,CC0,3606 × 2576,3606,2576,05/09/2023,15/09/2012,Yes,YellowstoneNPS,https://www.flickr.com/photos/yellowstonenps/8048292809/,Yes
2,8,water_W_037,Waterfall,Small rockface waterfall,"Little River Falls, Alabama",Landscape ,https://live.staticflickr.com/471/20045147278_ac63bf1587_o.jpg,CC0,5998 × 3998,5998,3998,05/09/2023,01/08/2015,Yes,jody.claborn,https://www.flickr.com/photos/130478877@N02/20045147278/,Yes
2,10,water_W_039,Waterfall,Large cliff face waterfall,"Bowen Falls, Fiordland, New Zealand",Landscape ,https://live.staticflickr.com/325/20415386552_759365ebd0_o.jpg,CC0,2363 × 1380,2363,1380,05/09/2023,03/10/2008,Yes,Bernard Spragg,https://www.flickr.com/photos/volvob12b/20415386552/,Yes
5,8,water_W_040,Waterfall,"Large, sloping waterfall","Diamond Creek Falls, Oregon",Landscape ,https://live.staticflickr.com/4203/35181405335_80f45ccba5_o.jpg,CC0,5184 × 3456,5184,3456,05/09/2023,06/06/2017,No,Bonnie Moreland (free images),https://www.flickr.com/photos/icetsarina/35181405335/,Yes
3,8,water_W_042,Waterfall,"Tall woodland waterfall, manmade","Cascata delle Marmore, Italy",Landscape ,https://live.staticflickr.com/1606/24755794225_c123b1b7c5_o.jpg,CC0,3240 × 4320,3240,4320,05/09/2023,14/04/2013,Yes,giorgiorodano46,https://www.flickr.com/photos/134205948@N02/24755794225/,Yes
4,6,water_W_044,Waterfall,Framed with sticks,"Waterfall Trail, Fossil Creek, Arizona",Landscape ,https://live.staticflickr.com/5274/30098256935_b093c6c5c7_o.jpg,CC0,4378 × 2909,4378,2909,05/09/2023,12/05/2016,Yes,Coconino NF Photography,https://www.flickr.com/photos/coconinonationalforest/30098256935/,Yes
3,10,water_W_046,Waterfall,"Rocky, fast falls",Iceland,Landscape ,https://live.staticflickr.com/4849/46267940614_7b870c1860_o.jpg,CC0,4000 × 3000,4000,3000,05/09/2023,17/08/2008,No,stefanserena,https://www.flickr.com/photos/146738176@N02/46267940614/,Yes
2,10,water_W_047,Waterfall,"Tall, rockface drop from below","Heilongwangmiao, Henan, China",Landscape ,https://live.staticflickr.com/7420/10320081406_1525559e4e_o.jpg,CC0,3888 × 2592,3888,2592,05/09/2023,17/05/2009,Yes,"Gary Lee Todd, Ph.D.",https://www.flickr.com/photos/101561334@N08/10320081406/in/photolist-gHX7E3-2aCFD8E-MNJzcY-23Z5Edg-MNJu53-spsKHj-MRFrbp-LUbUNW-ckfdH9-V6DZKN-N1dLuN-wRtoz2-TnZdw9-2aG27BS-t9ktaP-x28DoU-GPFQv6-RBanp5-dmPwRo-JpfM6F-LUim6C-MFGBF7-FDopQW-5Sptx9-pe7VsK-dKi3hP-dmPAi5-Lyfc3e-yGhx1q-EkugZY-ds3J1p-5Vofzk-CNJLBF-p6jHGb-uMSytX-heP1Ua-Fgd91X-J6MmFn-9amSGg-DShQ8j-2fz7Mxi-Uq2XZd-odJxRx-tqusuQ-nKVXBf-EFPmkP-TuRCJE-demHDg-GGQBDe-oBjLAo,Yes
4,9,water_W_048,Waterfall,"Snow, ice","Niagara Falls, Ontario",Landscape ,https://live.staticflickr.com/8401/29244594365_82db4974ae_o.jpg,CC0,2048 × 1609,2048,1609,05/09/2023,27/01/2014,Yes,Daoud Alahmad,https://www.flickr.com/photos/daoud_alahmad/29244594365/,Yes
5,7,water_W_049,Waterfall,Small waterfall without ducks,"Japanese Friendship Garden, Phoenix, Arizona",Landscape ,https://live.staticflickr.com/4532/26793918559_ce04d5d561_o.jpg,CC0,3245 × 1645,3245,1645,05/09/2023,05/05/2012,Yes,ksblack99,https://www.flickr.com/photos/ksblack99/26793918559/,Yes
1,9,woodlands-F-002,Forest,"Autum, yellow","El Cabaco, Castilla y León, Spain",Landscape,https://live.staticflickr.com/4523/24855363568_578387a15c_o.jpg,CC0,4288x2848,4288,2848,26/04/2023,25/11/2017,YES,C.Frayle,https://www.flickr.com/photos/sohura/24855363568/in/photolist-DSoeDb-22CNoaH-ZKFaFq-DkYdLs-2b1x67x-Dmsy56-DEjkcq-EtX96N-ZxHuY2-VDqt9s-TuS1jE-291qcNi-Ss3jAF-72U2qW-x73caj-7X7AsE-27Xqgka-UPzhz1-25p9sVs-JTaADn-drReoL-SRc3Ri-NH87Jm-23Vtkg6-xqPQxq-2dTQJxA-24dBqwh-JCpRzW-bbKx5g-V1tqP7-Pc7Exq-2cgZj9S-ZM259h-Pnq3A5-285ZgUG-EkugZY-TAQy6k-XgnWuR-QSZXoS-TBoYTf-ZznT9H-2fQTp4R-RZpqtB-GbCeWV-2f93oRK-2cCgwgN-MjfkEU-2e29JfB-ZSz6F2-qyvkqW,Yes
5,7,woodlands-F-003,Forest,Ferns,n/a,Landscape,https://live.staticflickr.com/648/20627989270_6e4d5919c6_o.jpg,CC0,5184x3456,5184,3456,26/04/2023,06/07/2014,YES,twzl,https://www.flickr.com/photos/teteroon/20627989270/in/photolist-xqPQxq-2dTQJxA-24dBqwh-JCpRzW-bbKx5g-V1tqP7-Pc7Exq-2cgZj9S-ZM259h-Pnq3A5-285ZgUG-EkugZY-TAQy6k-XgnWuR-QSZXoS-TBoYTf-ZznT9H-2fQTp4R-RZpqtB-GbCeWV-2f93oRK-2cCgwgN-MjfkEU-2e29JfB-ZSz6F2-qyvkqW-vAszg6-27QDJhc-yCHKG3-24jhHwp-TnzuDV-QAUb98-TAPca4-24g3Xdr-26YVryJ-2eu8JWW-DqJyuH-SXCJS1-3Kaick-YHxExW-TyYZoF-TDvkRZ-8G897p-PJ1bET-294WD99-KPvM6H-NiDLGU-29BpfuY-22mdgs2-27L42sQ,Yes
1,8,woodlands-F-004,Forest,"Pine, Undergrouth, Boulder, Moss, mist",n/a,Landscape,https://live.staticflickr.com/8514/8460713370_48847b9379_o.jpg,CC0,4096x2713,4096,2713,26/04/2023,09/02/2013,YES,wavesummit,https://www.flickr.com/photos/wavesummit/8460713370/in/photolist-dTDnjs-JCpRzW-N3YGtF-Pc7Exq-27QDE1r-V9V6xA-2cgZj9S-QTEP6h-ZM259h-285ZgUG-EkugZY-213e6b1-2bJHUtw-XgnWuR-Eyjere-21LayDC-ECSSog-oYndVe-QSZXoS-TBoYTf-ZznT9H-H5hf1a-2e29JfB-vAszg6-27QDJhc-yCHKG3-tGP7Ym-24jhHwp-2eqD7wB-qBxZgK-QAUb98-TAPca4-h1h31X-2aErL3a-24g3Xdr-23oW769-26YVryJ-285op5F-2eu8JWW-29oTeEV-SgM6Hg-RpF2qc-SXCJS1-HZx4ww-YHxExW-TyYZoF-GhSUFc-TDvkRZ-PJ1bET-SBXbUX,Yes
2,9,woodlands-F-005,Forest,"Mix, undergrouth, pine",n/a,Landscape,https://live.staticflickr.com/1943/30226106757_554093cebe_o.jpg,CC0,4896x3264,4896,3264,26/04/2023,31/05/2018,YES,hcarv,https://www.flickr.com/photos/139034135@N05/30226106757/in/photolist-dTDnjs-JCpRzW-N3YGtF-Pc7Exq-27QDE1r-V9V6xA-2cgZj9S-QTEP6h-ZM259h-285ZgUG-EkugZY-213e6b1-2bJHUtw-XgnWuR-Eyjere-21LayDC-ECSSog-oYndVe-QSZXoS-TBoYTf-ZznT9H-H5hf1a-2e29JfB-vAszg6-27QDJhc-yCHKG3-tGP7Ym-24jhHwp-2eqD7wB-qBxZgK-QAUb98-TAPca4-h1h31X-2aErL3a-24g3Xdr-23oW769-26YVryJ-285op5F-2eu8JWW-29oTeEV-SgM6Hg-RpF2qc-SXCJS1-HZx4ww-YHxExW-TyYZoF-GhSUFc-TDvkRZ-PJ1bET-SBXbUX/,Yes
1,7,woodlands-F-006,Forest,"Pine, sunlight, ferns","Luzerne, Pennsylvania, United States",Landscape,https://live.staticflickr.com/5664/21418956998_4685197d2d_o.jpg,CC0,5184x3456,5184,3456,26/04/2023,20/09/2015,YES,Nicholas_T,https://www.flickr.com/photos/nicholas_t/21418956998/in/photostream/,Yes
4,9,woodlands-F-007,Forest,"Autum, Brown, Mud, Moss, Baren","Valdastillas, Extremadura, Spain",Landscape,https://live.staticflickr.com/4769/39640925522_9782407702_o.jpg,CC0,4288x2848,4288,2848,26/04/2023,30/12/2017,YES,C.Frayle,https://www.flickr.com/photos/sohura/39640925522/,Yes
5,8,woodlands-F-009,Forest,"Sun Light, moss pine",n/a,Landscape,https://live.staticflickr.com/8523/28761026295_0065573a9c_o.jpg,CC0,3008x2000,3008,2000,26/04/2023,30/07/2016,NO,Grizzlybear.se,https://www.flickr.com/photos/grizzlybear-se/28761026295/in/photolist-KPvM6H-fmKLuF-NiDLGU-29BpfuY-22mdgs2-i8XBud-p1axu1-RojQr6-xLSHqJ-Rps4W1-276yzj4-TGC5FS-SrWB3t-2fGiimp-2fnKAG9-SpHvUE-TTcy7d-dmPzem-STnTk7-TnWYUC-2bgTcnh-2dDANc1-WmWWS5-H5Zwri-2f4PgDQ-XZHe58-JS6RjT-WTPk8C-SkYaDt-V27VYL-QcBtiv-GKy9pv-HVqLHG-MFbFSQ-2dCExVq-T3ikoa-23xExNa-nKVXBf-r33LMZ-27YfkGb-rJzZWo-2dxsRnS-QANx4r-B876jL-pHqpDc-ZayxDs-DhYEVs-23LjC8z-HhN4V8-241Q7Ay,Yes
5,9,woodlands-F-011,Forest,"Moss, pine, grass",n/a,Landscape,https://live.staticflickr.com/4394/36752706075_ac0c0402a2_o.jpg,CC0,3840x2160,3840,2160,26/04/2023,19/082017,YES,Bildflut85,https://www.flickr.com/photos/144218922@N07/36752706075/in/photolist-XZHe58-JS6RjT-WTPk8C-SkYaDt-V27VYL-QcBtiv-GKy9pv-HVqLHG-MFbFSQ-2dCExVq-T3ikoa-23xExNa-nKVXBf-r33LMZ-27YfkGb-rJzZWo-2dxsRnS-QANx4r-B876jL-pHqpDc-ZayxDs-DhYEVs-23LjC8z-HhN4V8-241Q7Ay-YXTYUY-mJLv69-231z1T9-UWKm4C-25ncFv4-EFCDc4-nZWX2g-26Dwwdk-Sk8oM8-L2CDaw-EayoNR-28Mc1RC-zSVTw3-Tdn5bo-2fKCoJH-23trkMr-219n88A-J6FLuz-27TGY5T-2dCZd6f-ds3J1p-PfbS7b-WvLVXM-2dnB9X7-284PFTM,Yes
2,6,woodlands-F-012,Forest,"Winter, Baren, Snow, Contrast",n/a,Landscape,https://live.staticflickr.com/369/31636527083_7b917d2975_o.jpg,CC0,5271x3686,5271,3686,26/04/2023,19/01/2017,YES,Nord Coe,https://www.flickr.com/photos/142255874@N07/31636527083/in/photolist-QcBtiv-GKy9pv-HVqLHG-MFbFSQ-2dCExVq-T3ikoa-23xExNa-nKVXBf-r33LMZ-27YfkGb-rJzZWo-2dxsRnS-QANx4r-B876jL-pHqpDc-ZayxDs-DhYEVs-23LjC8z-HhN4V8-241Q7Ay-YXTYUY-mJLv69-231z1T9-UWKm4C-25ncFv4-EFCDc4-nZWX2g-26Dwwdk-Sk8oM8-L2CDaw-EayoNR-28Mc1RC-zSVTw3-Tdn5bo-2fKCoJH-23trkMr-219n88A-J6FLuz-27TGY5T-2dCZd6f-ds3J1p-PfbS7b-WvLVXM-2dnB9X7-284PFTM-2cqKNZk-jAddUG-EFF9qy-DFVVH8-Bnqhza,Yes
2,9,woodlands-F-014,Forest,"Winter, Snow, sun, clouds, blue sky",n/a,Landscape,https://live.staticflickr.com/975/40934045145_864cd89257_o.jpg,CC0,5472x3648,5472,3648,26/04/2023,25/02/2018,YES,NaturaRaw,https://www.flickr.com/photos/142739849@N04/40934045145/in/photolist-25ncFv4-EFCDc4-nZWX2g-26Dwwdk-Sk8oM8-L2CDaw-EayoNR-28Mc1RC-zSVTw3-Tdn5bo-2fKCoJH-23trkMr-219n88A-J6FLuz-27TGY5T-2dCZd6f-ds3J1p-PfbS7b-WvLVXM-2dnB9X7-284PFTM-2cqKNZk-jAddUG-EFF9qy-DFVVH8-Bnqhza-259bQoV-6XfTav-Z9psL1-Jdzszv-fmYMww-s1oQ1N-XYUPdk-o94tVC-2eDaUzL-2dGQkKj-23d1XyY-RBgt8h-Fyt7NY-25vz2Pv-Z5Ku9f-2emjHwt-282BsoL-AP6J4o-x7hBTU-EX7WWq-2adLSLA-MPC7uR-bbEy4i-BspQSU,Yes
5,10,woodlands-F-020,Forest,"Autum, foliage","Monroe, Pennsylvania, United States",Landscape,https://live.staticflickr.com/4500/38167518322_2be238c7c5_o.jpg[/img,CC0,5184x3456,5184,3456,05/07/2023,22/10/2017,YES,Nicholas_T,https://www.flickr.com/photos/nicholas_t/38167518322/,Yes
